#zs, m1, m2, SNR 
8.118 5.542 5.279 4.183
2.460 11.860 9.432 18.569
2.072 5.734 5.079 10.334
5.531 18.747 16.897 23.665
3.427 10.380 9.217 3.558
2.872 14.563 11.122 3.730
2.460 24.952 13.570 33.790
8.118 7.103 5.947 2.385
1.088 8.643 8.613 36.279
2.758 36.888 23.442 40.465
2.758 9.540 6.503 7.662
3.599 10.510 10.509 23.498
4.494 10.376 9.196 7.084
10.840 68.092 39.446 36.687
5.134 17.989 16.939 12.260
6.560 11.260 6.043 7.366
6.560 19.501 13.375 8.530
2.994 8.113 6.410 3.677
2.553 20.661 18.881 2.538
10.840 9.694 5.560 3.932
3.270 16.028 13.214 11.829
7.248 5.608 5.109 2.754
4.792 23.238 15.027 20.564
1.579 16.065 6.936 8.561
1.672 5.654 5.082 9.766
5.999 7.175 5.274 3.944
5.999 5.619 5.225 3.621
5.134 7.353 5.329 5.733
17.296 61.967 31.474 11.664
5.999 19.525 8.067 7.341
3.997 8.117 6.112 6.312
1.414 5.862 5.715 11.307
9.259 13.744 6.537 9.133
3.427 6.142 5.246 8.309
2.214 5.031 5.021 6.234
6.560 22.517 10.569 10.616
5.999 18.020 13.981 22.917
1.175 5.905 5.488 11.672
2.373 5.954 5.162 8.570
1.579 5.854 5.190 7.004
9.259 7.331 6.422 1.781
13.214 12.250 10.756 12.895
3.270 16.976 8.187 8.949
7.248 9.157 6.305 5.446
2.460 7.894 5.249 2.910
1.944 12.917 9.876 14.557
10.840 7.810 5.385 2.249
1.625 5.079 5.016 5.308
7.248 5.462 5.159 5.086
3.270 6.028 5.033 2.763
5.531 15.496 5.782 2.742
4.494 13.422 10.157 9.382
1.493 5.585 5.092 18.394
5.134 26.525 23.154 15.719
2.214 7.247 5.304 6.465
2.652 7.735 5.657 9.873
5.134 6.927 5.588 8.818
4.792 8.435 8.111 7.575
1.271 8.954 6.145 10.407
5.999 7.190 6.813 5.406
3.127 54.567 34.648 35.369
2.373 11.958 5.299 6.544
6.560 14.425 7.388 3.157
3.127 6.059 5.142 7.700
4.494 27.578 25.577 30.060
10.840 6.749 5.347 1.527
3.427 10.578 8.977 8.505
6.560 5.134 5.048 5.247
3.127 5.616 5.171 7.865
4.494 6.244 5.826 10.110
5.134 6.552 6.213 7.286
2.141 14.905 10.107 27.146
3.599 75.889 43.257 49.009
8.118 5.174 5.003 7.173
17.296 6.189 5.975 5.307
8.118 7.201 7.177 10.343
4.792 13.624 11.978 16.354
2.373 7.883 7.836 5.441
5.134 7.047 6.698 15.441
2.553 5.378 5.170 10.871
2.373 5.729 5.132 2.006
5.999 5.119 5.118 4.103
5.999 8.120 7.938 1.935
2.994 5.962 5.405 5.469
5.531 6.624 5.953 4.186
5.134 8.572 7.809 6.124
6.560 5.833 5.436 3.901
4.231 5.903 5.815 4.087
4.494 7.527 5.160 4.803
5.999 12.026 11.193 8.084
3.127 11.240 7.085 4.200
1.116 10.966 8.003 6.145
3.599 5.375 5.056 6.634
2.141 24.039 5.648 7.985
2.006 5.521 5.294 14.809
3.270 6.912 5.666 9.312
8.118 9.144 7.276 13.715
7.248 11.785 11.540 9.547
4.231 7.640 6.381 5.067
2.994 11.018 6.589 5.503
10.840 9.698 5.281 3.314
4.494 6.741 6.046 9.091
1.722 13.510 6.457 18.500
2.373 22.182 20.906 21.146
2.994 8.274 5.046 4.089
4.792 22.077 10.098 12.850
3.997 11.589 9.309 9.629
1.376 15.706 12.198 8.618
2.652 54.984 29.960 21.709
6.560 11.663 5.027 10.904
5.531 6.156 5.914 4.423
4.231 6.070 5.261 4.096
5.999 26.063 11.767 9.228
3.599 5.405 5.047 5.114
10.840 5.162 5.112 9.578
2.758 8.306 6.799 8.010
3.788 10.345 5.863 5.812
3.788 7.066 7.048 3.102
3.599 5.845 5.642 5.328
1.305 22.376 19.734 30.600
0.575 23.315 20.566 89.092
3.127 6.321 5.479 11.083
3.427 5.400 5.183 4.349
5.134 7.150 7.072 5.716
4.494 7.252 6.241 9.231
4.792 26.669 21.926 13.677
6.560 44.710 35.853 14.712
3.427 18.546 8.812 22.201
5.531 9.477 9.166 14.371
5.531 5.607 5.301 1.457
8.118 10.252 5.175 6.947
3.599 8.398 5.047 8.242
1.414 9.561 6.447 17.245
3.270 5.954 5.250 9.040
13.214 11.369 8.474 4.306
3.427 37.618 26.603 37.481
1.884 5.468 5.251 10.289
2.758 18.678 13.830 4.545
13.214 12.105 7.012 5.301
4.792 7.241 6.401 4.806
2.373 5.757 5.168 3.713
5.999 5.240 5.188 3.332
1.773 10.705 9.400 19.848
2.072 5.818 5.411 2.757
5.134 5.565 5.320 5.970
3.997 7.850 7.683 5.049
9.259 5.427 5.079 0.084
0.825 16.942 9.189 50.253
1.376 5.048 5.036 7.896
3.997 5.289 5.001 7.635
2.872 18.346 11.188 26.337
3.997 8.753 8.465 7.436
8.118 8.898 7.909 6.268
17.296 78.028 39.178 35.470
10.840 54.893 37.860 32.763
2.758 45.617 6.995 8.811
4.231 6.123 5.824 4.008
7.248 6.321 6.150 2.434
4.231 6.413 5.803 2.527
3.997 39.921 16.542 21.886
2.214 7.875 5.047 7.458
3.788 5.354 5.142 7.119
9.259 17.193 15.716 5.522
2.553 25.509 25.025 33.358
4.494 12.727 12.720 16.745
3.270 5.383 5.192 4.780
3.270 6.941 6.705 8.678
1.238 5.527 5.116 3.871
3.997 8.171 7.748 9.494
3.427 7.129 7.107 4.751
1.672 5.548 5.225 13.009
4.231 7.038 6.636 6.843
2.072 6.024 5.880 11.160
8.118 33.792 14.281 20.581
8.118 5.977 5.271 1.055
17.296 9.534 6.097 5.084
7.248 6.064 5.273 5.324
1.271 6.724 6.694 17.937
3.427 8.071 7.876 16.517
10.840 26.320 19.520 17.070
8.118 7.960 6.010 0.889
9.259 11.824 5.340 5.845
2.072 5.518 5.202 6.941
2.652 13.173 8.333 32.953
1.061 14.494 11.685 28.866
4.792 6.264 5.098 1.910
4.792 26.999 11.824 14.194
2.141 6.848 6.109 9.700
0.474 5.151 5.126 3.195
1.944 37.185 14.401 7.669
13.214 6.891 5.169 3.264
3.270 38.773 27.523 3.894
2.994 5.066 5.010 4.751
7.248 14.972 5.750 4.646
2.994 11.667 7.153 16.080
3.127 15.818 9.509 15.538
4.792 7.075 5.238 3.002
3.270 46.614 32.946 51.180
4.494 17.252 10.758 2.718
5.531 5.879 5.727 2.330
6.560 6.056 5.158 7.263
3.127 5.111 5.004 7.938
5.134 5.400 5.047 5.654
7.248 6.458 6.446 7.624
4.792 9.422 8.195 12.485
1.672 8.224 6.791 12.670
7.248 5.650 5.625 7.223
3.788 6.792 6.751 6.982
5.999 9.231 6.758 7.827
2.872 6.987 5.289 10.226
9.259 5.077 5.029 2.803
0.935 7.733 5.656 14.427
4.494 25.928 19.581 12.497
17.296 22.446 21.175 5.526
13.214 17.450 11.632 11.872
1.827 9.620 7.465 11.455
17.296 5.765 5.086 2.057
5.531 22.270 13.979 13.353
5.134 33.992 17.120 26.964
5.531 5.041 5.031 4.943
3.599 38.981 23.744 8.490
9.259 8.313 6.604 6.486
17.296 9.138 5.564 0.870
3.997 9.656 9.583 1.145
2.291 10.403 7.545 12.634
6.560 10.717 8.118 7.249
5.999 5.141 5.017 6.659
1.884 12.529 10.435 6.128
17.296 8.179 5.292 7.840
7.248 5.285 5.151 2.492
4.231 26.502 10.619 14.023
17.296 6.983 6.515 2.250
1.722 5.772 5.205 14.436
2.214 7.692 6.594 4.800
6.560 10.482 8.198 11.192
2.460 5.634 5.601 10.250
4.231 5.663 5.006 7.227
5.999 8.566 8.254 8.863
10.840 10.778 6.060 1.973
2.652 5.415 5.039 3.525
8.118 10.624 7.034 7.096
5.999 7.015 5.265 6.256
5.999 36.180 14.243 20.952
6.560 13.757 6.405 8.881
8.118 51.576 38.457 15.706
5.531 6.769 5.810 3.213
5.134 28.978 24.545 22.316
3.599 6.376 5.864 9.323
8.118 6.477 5.752 4.161
5.999 5.607 5.121 3.386
2.872 15.040 10.326 6.122
3.599 8.317 7.415 6.784
5.531 18.744 17.216 12.482
5.134 5.039 5.035 3.424
1.773 5.173 5.159 18.668
5.999 7.323 5.418 3.313
5.999 8.339 7.550 11.212
1.884 5.272 5.185 9.501
6.560 5.543 5.221 3.741
6.560 5.079 5.011 3.694
17.296 9.022 6.002 1.719
2.872 11.307 7.620 8.617
4.231 15.384 5.019 11.881
4.792 23.838 10.305 12.473
2.373 6.833 6.311 14.260
7.248 7.349 5.743 5.930
6.560 5.524 5.284 2.048
2.006 10.659 6.133 2.425
5.999 6.853 6.371 3.384
7.248 10.657 10.175 6.448
2.006 5.999 5.817 11.653
7.248 5.313 5.182 4.952
1.884 7.305 6.273 9.757
5.999 6.550 5.268 3.082
2.872 9.035 6.232 13.205
2.291 8.106 7.570 2.755
5.531 5.436 5.195 0.885
1.088 32.911 15.198 52.923
5.531 67.043 50.800 29.011
5.999 10.473 6.548 13.707
1.827 22.917 9.013 26.315
3.127 5.897 5.610 5.232
4.231 24.010 20.602 23.323
1.722 9.766 7.895 6.509
2.758 7.398 6.606 3.270
5.999 8.593 7.829 12.808
1.944 6.539 5.350 5.482
2.994 16.190 6.026 5.014
3.997 7.197 5.293 6.473
3.788 13.764 8.803 19.328
4.231 6.817 6.197 6.176
1.579 47.885 10.278 4.476
3.127 9.011 8.298 10.422
7.248 22.966 22.038 17.459
3.788 6.209 6.074 4.589
10.840 5.383 5.074 2.607
1.625 5.005 5.003 21.565
5.999 22.886 7.782 6.616
3.997 6.682 5.818 10.569
13.214 38.190 27.493 6.298
3.599 6.026 5.774 4.857
5.999 40.214 30.034 39.527
4.792 5.622 5.253 4.898
8.118 7.683 7.223 2.805
8.118 34.042 14.706 16.774
1.238 49.583 47.353 87.183
4.494 13.774 9.324 8.364
5.134 6.328 6.141 6.423
5.531 5.161 5.129 2.149
1.340 6.630 5.516 13.150
5.134 23.844 5.456 5.251
4.792 5.919 5.333 3.450
3.270 7.408 6.815 8.850
5.134 7.744 6.051 5.137
2.872 10.601 10.313 17.052
10.840 5.185 5.078 2.324
2.652 9.632 7.147 4.042
2.994 5.291 5.136 7.831
3.599 8.366 7.983 9.889
3.997 12.256 8.029 15.410
9.259 5.074 5.042 3.499
5.531 10.815 10.250 10.750
5.999 5.604 5.303 3.836
5.999 11.074 11.050 7.146
6.560 7.512 7.112 3.039
3.127 19.938 17.117 28.928
6.560 10.389 6.440 5.425
3.270 10.693 9.734 11.783
3.127 6.116 6.115 6.709
4.792 7.313 7.062 8.782
3.788 20.474 7.623 3.023
6.560 8.025 7.528 13.083
10.840 5.630 5.314 6.338
7.248 5.892 5.513 1.302
5.531 12.007 11.052 17.182
8.118 5.250 5.140 6.678
2.553 6.338 5.583 6.780
4.231 7.973 6.802 6.612
4.494 47.666 7.448 13.777
8.118 10.505 9.930 5.497
2.652 5.363 5.331 9.639
6.560 6.403 5.406 3.622
6.560 28.191 21.458 23.067
1.305 6.216 5.266 11.550
10.840 8.247 6.768 4.024
13.214 25.352 16.197 7.960
3.270 19.752 11.967 2.182
8.118 19.338 14.491 2.337
1.722 5.041 5.039 2.095
2.214 32.574 22.757 28.801
3.599 13.053 9.377 15.228
4.494 8.486 6.174 13.929
5.531 24.636 21.222 4.003
3.427 5.111 5.070 7.145
2.652 10.899 6.996 8.150
5.531 5.730 5.460 7.355
5.531 6.233 5.209 5.339
3.427 9.064 5.306 6.337
3.127 11.598 5.700 6.099
4.231 12.450 6.675 19.045
4.231 5.720 5.361 5.376
1.453 16.189 8.228 19.582
2.652 44.053 7.461 8.727
3.997 11.321 6.207 7.623
6.560 11.908 10.370 12.753
10.840 5.081 5.055 3.047
4.792 6.967 5.397 3.419
5.531 5.862 5.798 1.126
3.599 5.925 5.784 8.363
3.788 5.585 5.052 6.550
5.999 5.732 5.358 6.593
6.560 9.094 8.481 1.354
4.792 7.430 7.118 7.455
4.231 11.974 8.789 14.775
13.214 6.556 6.540 4.993
3.599 5.733 5.222 5.769
13.214 6.736 5.343 4.841
1.773 48.205 38.356 43.976
3.788 19.652 12.963 8.337
1.625 10.795 7.639 13.961
17.296 9.973 9.621 6.264
2.758 6.957 6.477 11.607
17.296 6.204 6.153 3.401
1.827 6.311 5.178 14.123
6.560 6.780 6.483 8.260
1.579 9.438 8.587 12.035
1.944 6.107 5.919 13.402
4.792 6.023 5.434 0.490
13.214 16.289 15.076 4.619
3.599 5.181 5.045 5.242
2.373 5.831 5.337 17.077
4.494 11.922 9.472 6.911
17.296 6.969 5.256 1.229
4.792 8.857 8.247 4.845
5.999 19.250 9.312 17.590
1.722 8.019 7.635 25.756
5.134 5.507 5.190 3.508
4.494 10.983 8.970 10.955
3.997 14.322 7.087 19.009
3.127 12.268 6.600 4.663
4.792 7.444 6.640 9.151
4.792 5.482 5.147 1.315
5.999 7.816 7.404 5.079
3.599 14.199 6.529 4.523
0.959 6.693 5.549 38.721
13.214 7.269 7.002 7.540
3.127 6.090 5.586 3.007
2.652 5.178 5.098 9.678
4.792 7.958 5.934 7.968
4.494 5.329 5.056 6.440
3.427 6.395 6.144 6.585
3.127 11.887 7.397 8.324
6.560 7.399 6.934 8.472
10.840 46.672 20.603 13.832
6.560 17.963 13.485 7.128
2.994 8.922 8.570 3.550
3.997 5.630 5.197 3.941
2.072 8.832 6.442 3.362
1.305 14.705 10.661 31.314
4.792 10.537 7.088 12.130
4.494 7.462 6.593 6.411
2.141 9.675 7.511 7.637
5.134 8.193 6.883 5.643
3.427 7.456 6.349 13.034
2.141 5.402 5.235 7.884
0.516 8.019 7.439 33.908
2.652 14.100 7.759 6.072
5.531 32.781 31.145 22.885
3.788 10.185 5.296 11.987
9.259 5.023 5.018 1.693
8.118 7.361 5.705 4.871
1.414 7.546 6.042 9.619
9.259 7.439 6.757 9.664
5.999 6.216 5.610 6.517
2.652 16.194 14.807 17.847
5.134 6.413 5.392 5.600
3.997 7.023 5.181 3.620
1.453 7.164 5.849 1.272
1.238 7.848 6.625 27.864
1.722 5.031 5.029 6.262
3.788 6.133 5.665 2.742
8.118 13.269 5.493 6.547
4.231 8.703 7.869 3.503
2.141 7.656 6.622 11.768
2.291 23.373 20.957 28.018
3.427 22.794 20.207 35.475
6.560 6.351 5.984 1.489
2.758 14.162 10.883 13.757
6.560 10.091 9.196 12.881
6.560 12.499 5.647 1.962
3.788 18.341 15.154 9.157
2.652 5.547 5.324 8.451
17.296 8.108 7.589 1.436
1.672 5.771 5.400 5.191
5.134 5.194 5.152 6.669
5.134 12.141 7.894 18.244
9.259 5.337 5.239 3.855
0.912 29.881 20.302 90.693
5.999 23.393 5.325 13.217
1.625 48.867 46.645 58.950
1.672 8.280 5.784 5.620
17.296 16.012 11.161 0.770
4.494 5.546 5.019 8.332
3.599 5.502 5.199 7.583
7.248 5.436 5.418 6.072
5.999 18.629 11.633 9.709
8.118 5.503 5.072 0.949
4.494 18.853 11.469 13.464
5.134 7.847 5.271 12.987
1.414 5.545 5.326 5.143
2.652 9.528 8.803 4.770
5.999 7.256 6.656 4.632
5.531 12.934 6.553 4.552
5.134 6.939 5.491 7.252
6.560 5.399 5.381 3.641
13.214 5.750 5.694 3.468
5.531 8.216 7.946 1.547
1.827 6.250 5.376 3.499
5.531 7.961 6.083 5.698
3.997 7.065 5.243 0.650
2.006 28.885 20.622 24.417
3.270 6.652 6.220 9.682
1.414 45.598 24.936 23.856
2.872 7.202 5.909 5.176
4.494 20.120 9.257 13.824
10.840 8.898 5.263 8.747
3.997 28.507 6.465 5.548
2.652 8.580 7.710 19.397
8.118 8.822 6.838 3.097
3.270 25.658 10.566 20.234
1.827 6.760 6.552 11.471
7.248 10.738 9.472 3.335
2.553 6.538 5.501 13.936
1.827 7.538 6.304 14.148
1.827 14.734 10.028 12.591
3.427 20.116 8.558 8.306
3.997 12.353 11.146 9.867
2.141 5.549 5.166 4.862
1.625 11.978 7.392 12.792
2.872 5.409 5.196 15.344
5.999 8.464 6.660 13.775
3.997 8.274 7.518 12.291
4.494 6.882 6.873 7.949
2.553 6.531 6.339 9.162
4.792 5.235 5.145 2.083
17.296 9.441 6.181 1.216
7.248 14.313 10.383 4.818
1.175 6.687 5.181 1.588
1.944 5.760 5.599 7.218
6.560 7.379 6.009 6.293
6.560 5.610 5.243 3.826
13.214 6.579 5.769 2.601
2.758 31.030 16.135 15.275
4.494 20.525 11.545 23.310
13.214 8.006 6.582 3.429
3.997 6.269 5.929 6.095
5.531 51.713 46.616 9.324
5.531 5.947 5.331 0.752
1.305 7.506 6.884 17.123
2.291 9.761 7.950 5.117
3.427 6.538 5.714 5.356
1.305 16.847 14.663 13.143
7.248 8.290 7.318 5.664
1.944 18.885 13.442 9.572
5.531 7.966 6.546 11.715
1.827 21.646 18.907 28.173
4.494 5.940 5.750 4.454
2.141 5.492 5.235 10.751
1.827 5.221 5.176 14.463
3.127 15.920 15.234 21.161
6.560 10.926 7.071 5.886
2.872 5.651 5.380 10.486
17.296 8.192 6.883 0.802
4.494 18.733 15.483 7.104
2.652 12.278 12.258 23.629
2.994 7.840 6.760 2.551
8.118 24.844 18.607 8.356
6.560 9.302 5.139 1.415
0.984 9.644 5.396 11.100
5.134 5.647 5.556 6.796
1.884 13.563 12.805 12.611
5.999 6.420 6.260 5.301
2.460 7.044 6.900 13.557
2.214 13.165 7.623 12.955
7.248 9.290 5.100 3.447
9.259 5.351 5.276 1.842
4.231 10.797 8.393 4.273
7.248 7.882 6.753 5.518
3.997 14.032 8.891 12.980
17.296 5.594 5.100 1.790
3.997 14.911 13.831 17.562
5.134 6.331 5.880 4.326
4.231 5.038 5.017 4.812
2.758 7.939 6.934 7.054
5.999 6.652 5.588 9.509
2.553 13.220 10.420 15.062
3.599 6.322 6.200 9.740
6.560 10.053 7.556 9.916
6.560 6.876 5.890 9.890
8.118 6.503 6.193 3.275
4.231 16.603 9.458 2.442
9.259 7.169 5.846 0.820
1.271 6.502 6.171 26.096
2.758 9.885 5.545 4.701
7.248 5.129 5.016 1.547
0.639 13.061 10.591 56.841
10.840 7.376 6.740 2.678
2.006 5.658 5.298 5.684
6.560 5.468 5.224 3.224
1.722 5.296 5.186 4.482
1.579 9.207 6.137 13.501
5.531 18.498 17.733 8.199
7.248 6.528 5.260 7.161
7.248 15.205 8.616 9.382
3.788 9.791 5.650 5.358
2.214 11.345 9.237 19.434
3.127 23.079 17.784 12.525
10.840 19.932 15.547 2.494
2.214 8.913 6.786 20.996
7.248 5.849 5.270 8.229
10.840 10.402 6.525 4.189
1.376 10.558 6.924 27.511
5.999 15.402 9.195 6.881
3.788 10.938 5.545 4.623
3.997 5.581 5.478 5.540
5.999 12.311 8.706 11.026
2.872 5.981 5.286 6.109
4.792 9.867 6.322 6.514
4.792 7.673 7.568 3.197
6.560 76.358 71.441 73.303
17.296 7.914 5.320 5.329
8.118 7.639 5.919 6.888
3.427 7.210 6.515 12.191
3.997 10.314 9.389 4.832
13.214 7.090 6.455 3.415
4.231 5.476 5.384 4.081
2.006 11.311 8.448 15.071
4.231 5.547 5.024 2.631
3.427 6.636 5.527 7.842
13.214 5.479 5.364 2.051
2.652 9.337 8.595 12.839
4.494 10.226 9.183 8.240
2.994 5.219 5.140 6.347
6.560 5.117 5.111 5.257
3.427 21.143 5.857 25.090
1.453 22.982 19.114 63.451
2.872 10.714 5.380 2.540
2.872 28.326 20.438 17.344
6.560 6.256 5.204 6.765
6.560 16.227 9.118 8.928
3.270 5.506 5.272 6.171
3.997 42.629 21.131 23.270
2.006 6.555 5.766 10.849
5.134 5.186 5.145 1.560
4.792 6.207 5.233 9.411
3.599 8.070 6.326 5.314
10.840 21.719 20.559 8.085
1.579 8.309 6.840 15.526
4.792 5.657 5.349 6.713
1.453 8.873 7.635 10.437
2.652 7.545 6.424 22.003
2.291 34.558 32.147 22.255
13.214 27.290 23.114 14.642
2.872 6.783 5.633 10.174
3.127 78.842 46.706 81.698
3.788 5.257 5.218 6.398
17.296 6.852 5.758 4.121
4.792 14.862 11.109 5.041
9.259 9.507 5.123 2.888
2.373 18.208 15.311 25.751
5.531 7.433 5.190 2.982
7.248 7.010 6.432 3.888
5.134 5.895 5.704 1.774
8.118 13.883 9.621 6.724
